Rank,Species (50 CFR Part 17),Stat- us,"SpeciesTotal","CumulativeTotal","CumulativePercent"
933,"Chub, Chihuahua (Gila nigrescens)",T,"1,300","647,485,166",99.99
933,Kolea (Myrsine linearifolia),T,"1,300","647,486,466",99.99
933,Schiedea membranacea (=Sci name),E,"1,300","647,487,766",99.99
933,Koki`o (Kokia kauaiensis),E,"1,300","647,489,066",99.99
933,Nehe (Lipochaeta fauriei),E,"1,300","647,490,366",99.99
933,Alani (Melicope pallida),E,"1,300","647,491,666",99.99
933,Remya kauaiensis (=Sci name),E,"1,300","647,492,966",99.99
933,"Iliau, dwarf (Wilkesia hobdyi)",E,"1,300","647,494,266",99.99
933,Nehe (Lipochaeta waimeaensis),E,"1,300","647,495,566",99.99
933,Alsinidendron viscosum (=Sci name),E,"1,300","647,496,866",99.99
933,Kuawawaenohu (Alsinidendron lychnoides),E,"1,300","647,498,166",99.99
944,"Reed-mustard, shrubby (Schoenocrambe suffrutescens)",E,"1,200","647,499,366",99.99
944,"Monkey-flower, Michigan (Mimulus glabratus var. michiganensis)",E,"1,200","647,500,566",99.99
944,"Reed-mustard, Barneby (Schoenocrambe barnebyi)",E,"1,200","647,501,766",99.99
944,Lo`ulu (Pritchardia affinis),E,"1,200","647,502,966",99.99
944,`Anunu (Sicyos alba),E,"1,200","647,504,166",99.99
949,"Catfish, Yaqui (Ictalurus pricei)",T,"1,100","647,505,266",99.99
949,"Pinkroot, gentian (Spigelia gentianoides)",E,"1,100","647,506,366",99.99
951,"Whale, blue (Balaenoptera musculus)",E,"1,000","647,507,366",99.99
951,"Finch, Laysan (honeycreeper) (Telespyza cantans)",E,"1,000","647,508,366",99.99
951,"Anole, Culebra Island giant (Anolis roosevelti)",E,"1,000","647,509,366",99.99
951,"Gecko, Monito (Sphaerodactylus micropithecus)",E,"1,000","647,510,366",99.99
951,"Chub, Borax Lake (Gila boraxobius)",E,"1,000","647,511,366",99.99
951,"Dace, Foskett speckled (Rhinichthys osculus ssp.)",T,"1,000","647,512,366",99.99
951,"Dace, Independence Valley speckled (Rhinichthys osculus lethoporus)",E,"1,000","647,513,366",99.99
951,"Snail, noonday (Mesodon clarki nantahala)",T,"1,000","647,514,366",99.99
951,"Moth, Kern primrose sphinx (Euproserpinus euterpe)",T,"1,000","647,515,366",99.99
951,"Beetle, Hungerford's crawling water (Brychius hungerfordi)",E,"1,000","647,516,366",99.99
951,"Spider, Tooth Cave (Neoleptoneta myopica)",E,"1,000","647,517,366",99.99
951,"Spider, Government Canyon Bat Cave (Neoleptoneta microps)",E,"1,000","647,518,366",99.99
951,"Rock-cress, Hoffmann's (Arabis hoffmannii)",E,"1,000","647,519,366",99.99
951,"Flannelbush, Pine Hill (Fremontodendron californicum ssp. decumbens)",E,"1,000","647,520,366",99.99
951,"Bedstraw, island (Galium buxifolium)",E,"1,000","647,521,366",99.99
951,"Gilia, Hoffmann's slender-flowered (Gilia tenuiflora ssp. hoffmannii)",E,"1,000","647,522,366",99.99
951,"Orcutt grass, hairy (Orcuttia pilosa)",E,"1,000","647,523,366",99.99
951,Phyllostegia parviflora (=Sci name),E,"1,000","647,524,366",99.99
951,"Orcutt grass, San Joaquin (Orcuttia inaequalis)",T,"1,000","647,525,366",99.99
951,"Checker-mallow, Nelson's (Sidalcea nelsoniana)",T,"1,000","647,526,366",99.99
951,"Tuctoria, Greene's (Tuctoria greenei)",E,"1,000","647,527,366",99.99
951,"Sandwort, Marsh (Arenaria paludicola)",E,"1,000","647,528,366",99.99
951,"Malacothrix, Santa Cruz Island (Malacothrix indecora)",E,"1,000","647,529,366",99.99
951,"Watercress, Gambel's (Rorippa gambellii)",E,"1,000","647,530,366",99.99
951,Ihi`ihi (Marsilea villosa),E,"1,000","647,531,366",99.99
951,"Fern, Alabama streak-sorus (Thelypteris pilosa var. alabamensis)",T,"1,000","647,532,366",99.99
977,"Shiner, beautiful (Cyprinella formosa)",T,900,"647,533,266",99.99
977,"Fiddleneck, large-flowered (Amsinckia grandiflora)",E,900,"647,534,166",99.99
977,"Gardenia (=Na`u), Hawaiian (Gardenia brighamii)",E,900,"647,535,066",99.99
977,Ohai (Sesbania tomentosa),E,900,"647,535,966",99.99
977,"Meadowfoam, Butte County (Limnanthes floccosa ssp. californica)",E,900,"647,536,866",99.99
982,"Darter, watercress (Etheostoma nuchale)",E,890,"647,537,756",99.99
983,"Salamander, Shenandoah (Plethodon shenandoah)",E,800,"647,538,556",99.99
983,Haha (Cyanea grimesiana ssp. obatae),E,800,"647,539,356",99.99
983,Awiwi (Centaurium sebaeoides),E,800,"647,540,156",99.99
986,Phyllostegia knudsenii (=Sci name),E,700,"647,540,856",99.99
986,Hesperomannia arbuscula (=Sci name),E,700,"647,541,556",99.99
986,"Koki`o, Cooke's (Kokia cookei)",E,700,"647,542,256",99.99
986,Schiedea kaalae (=Sci name),E,700,"647,542,956",99.99
986,"Chaff-flower, round-leaved (Achyranthes splendens var. rotundata)",E,700,"647,543,656",99.99
986,"Seablite, California (Suaeda californica)",E,700,"647,544,356",99.99
992,"Springsnail, Alamosa (Tryonia alamosae)",E,600,"647,544,956",99.99
992,"Baccharis, Encinitas (Baccharis vanessae)",T,600,"647,545,556",99.99
992,Platanthera holochila (=Sci name),E,600,"647,546,156",99.99
992,Hau kuahiwi (Hibiscadelphus woodii),E,600,"647,546,756",99.99
992,Haha (Cyanea longiflora),E,600,"647,547,356",100.0
997,"Rocksnail, round (Leptoxis ampla)",T,500,"647,547,856",100.0
997,"Butterfly, lotis blue (Lycaeides argyrognomon lotis)",E,500,"647,548,356",100.0
997,"Isopod, Madison Cave (Antrolana lira)",T,500,"647,548,856",100.0
997,"Isopod, Lee County cave (Lirceus usdagalun)",E,500,"647,549,356",100.0
997,"Barberry, island (Berberis pinnata ssp. insularis)",E,500,"647,549,856",100.0
997,"Dudleya, Santa Cruz Island (Dudleya nesiotica)",T,500,"647,550,356",100.0
997,"Bush-mallow, Santa Cruz Island (Malacothamnus fasciculatus var.nesioticus)",E,500,"647,550,856",100.0
997,"Birch, Virginia round-leaf (Betula uber)",T,500,"647,551,356",100.0
997,"Thistle, fountain (Cirsium fontinale var. fontinale)",E,500,"647,551,856",100.0
997,Ha`iwale (Cyrtandra polyantha),E,500,"647,552,356",100.0
997,"Liveforever, Santa Barbara Island (Dudleya traskiae)",E,500,"647,552,856",100.0
997,"Mustard, Penland alpine fen (Eutrema penlandii)",T,500,"647,553,356",100.0
997,"Panicgrass, Carter's (Panicum fauriei var. carteri)",E,500,"647,553,856",100.0
997,"`Aiakeakua, popolo (Solanum sandwicense)",E,500,"647,554,356",100.0
997,"Thornmint, San Mateo (Acanthomintha obovata ssp. duttonii)",E,500,"647,554,856",100.0
997,"Paintbrush, Tiburon (Castilleja affinis ssp. neglecta)",E,500,"647,555,356",100.0
997,"Fringepod, Santa Cruz Island (Thysanocarpus conchuliferus)",E,500,"647,555,856",100.0
997,"Sneezeweed, Virginia (Helenium virginicum)",T,500,"647,556,356",100.0
997,"Sunflower, San Mateo woolly (Eriophyllum latilobum)",E,500,"647,556,856",100.0
997,Haha (Cyanea truncata),E,500,"647,557,356",100.0
997,Silene perlmanii (=Sci name),E,500,"647,557,856",100.0
997,"Malacothrix, island (Malacothrix squalida)",E,500,"647,558,356",100.0
1019,"Milk-vetch, Deseret (Astragalus desereticus)",T,400,"647,558,756",100.0
1019,`Akoko (Chamaesyce deppeana),E,400,"647,559,156",100.0
1019,Tetramolopium lepidotum ssp. lepidotum (=Sci name),E,400,"647,559,556",100.0
1019,Ha`iwale (Cyrtandra crenata),E,400,"647,559,956",100.0
1019,Lobelia monostachya (=Sci name),E,400,"647,560,356",100.0
1019,Haha (Cyanea glabra),E,400,"647,560,756",100.0
1019,`Akoko (Chamaesyce herbstii),E,400,"647,561,156",100.0
1026,Achyranthes mutica (=Sci name),E,300,"647,561,456",100.0
1026,Delissea undulata (=Sci name),E,300,"647,561,756",100.0
1026,"Dudleya, Conejo (Dudleya abramsii ssp. parva)",T,300,"647,562,056",100.0
1026,Alani (Melicope saint-johnii),E,300,"647,562,356",100.0
1026,"Milk-vetch, Mancos (Astragalus humillimus)",E,300,"647,562,656",100.0
1026,"Milk-vetch, Osterhout (Astragalus osterhoutii)",E,300,"647,562,956",100.0
1026,`Oha wai (Clermontia peleana),E,300,"647,563,256",100
1026,Haha (Cyanea grimesiana ssp. grimesiana),E,300,"647,563,556",100
1026,Gouania vitifolia (=Sci name),E,300,"647,563,856",100
1026,"Phacelia, North Park (Phacelia formosula)",E,300,"647,564,156",100
1026,Mariscus pennatiformis (=Sci name),E,300,"647,564,456",100
1026,Holei (Ochrosia kilaueaensis),E,300,"647,564,756",100
1026,Lo`ulu (Pritchardia schattaueri),E,300,"647,565,056",100
1026,"Beardtongue, Penland (Penstemon penlandii)",E,300,"647,565,356",100
1026,Haha (Cyanea copelandii ssp. copelandii),E,300,"647,565,656",100
1026,Pu`uka`a (Cyperus trachysanthos),E,300,"647,565,956",100
1026,Ha`iwale (Cyrtandra tintinnabula),E,300,"647,566,256",100
1026,Phyllostegia warshaueri (=Sci name),E,300,"647,566,556",100
1026,Trematolobelia singularis (=Sci name),E,300,"647,566,856",100
1026,A`e (Zanthoxylum dipetalum var. tomentosum),E,300,"647,567,156",100
1026,Phyllostegia kaalaensis (=Sci name),E,300,"647,567,456",100
1026,"Diellia, asplenium-leaved (Diellia erecta)",E,300,"647,567,756",100
1026,Diplazium molokaiense (=Sci name),E,300,"647,568,056",100
1049,"Springsnail, Socorro (Pyrgulopsis neomexicana)",E,200,"647,568,256",100
1049,Amaranthus brownii (=Sci name),E,200,"647,568,456",100
1049,`Oha wai (Clermontia drepanomorpha),E,200,"647,568,656",100
1049,Oha (Delissea rivularis),E,200,"647,568,856",100
1049,"Love grass, Fosberg's (Eragrostis fosbergii)",E,200,"647,569,056",100
1049,Kamakahala (Labordia triflora),E,200,"647,569,256",100
1049,Lau `ehu (Panicum niihauense),E,200,"647,569,456",100
1049,Wahane (Pritchardia aylmer-robinsonii),E,200,"647,569,656",100
1049,Abutilon eremitopetalum (=Sci name),E,200,"647,569,856",100
1049,"Sedge, Navajo (Carex specuicola)",T,200,"647,570,056",100
1049,Delissea rhytidosperma (=Sci name),E,200,"647,570,256",100
1049,Gahnia lanaiensis (=Sci name),E,200,"647,570,456",100
1049,Awiwi (Hedyotis cookiana),E,200,"647,570,656",100
1049,"Hibiscus, Clay's (Hibiscus clayi)",E,200,"647,570,856",100
1049,Kula wahine noho (Isodendrion pyrifolium),E,200,"647,571,056",100
1049,Lipochaeta venosa (=Sci name),E,200,"647,571,256",100
1049,Alani (Melicope haupuensis),E,200,"647,571,456",100
1049,Alani (Melicope mucronulata),E,200,"647,571,656",100
1049,Alani (Melicope quadrangularis),E,200,"647,571,856",100
1049,Phyllostegia glabra var. lanaiensis (=Sci name),E,200,"647,572,056",100
1049,Lo`ulu (Pritchardia munroi),E,200,"647,572,256",100
1049,"Remya, Maui (Remya mauiensis)",E,200,"647,572,456",100
1049,Stenogyne kanehoana (=Sci name),E,200,"647,572,656",100
1049,Tetramolopium remyi (=Sci name),E,200,"647,572,856",100
1049,Vigna o-wahuensis (=Sci name),E,200,"647,573,056",100
1049,Haha (Cyanea pinnatifida),E,200,"647,573,256",100
1049,Ha`iwale (Cyrtandra giffardii),E,200,"647,573,456",100
1049,Ha`iwale (Cyrtandra munroi),E,200,"647,573,656",100
1049,Aupaka (Isodendrion hosakae),E,200,"647,573,856",100
1049,Kamakahala (Labordia lydgatei),E,200,"647,574,056",100
1049,Xylosma crenatum (=Sci name),E,200,"647,574,256",100
1049,Haha (Cyanea macrostegia ssp. gibsonii),E,200,"647,574,456",100
1049,`Oha wai (Clermontia oblongifolia ssp. brevipes),E,200,"647,574,656",100
1049,Haha (Cyanea asarifolia),E,200,"647,574,856",100
1049,Haha (Cyanea dunbarii),E,200,"647,575,056",100
1049,Haha (Cyanea procera),E,200,"647,575,256",100
1049,Haha (Cyanea undulata),E,200,"647,575,456",100
1049,Kopa (Hedyotis schlechtendahliana var. remyi),E,200,"647,575,656",100
1049,Lysimachia maxima (=Sci name),E,200,"647,575,856",100
1049,Mariscus fauriei (=Sci name),E,200,"647,576,056",100
1049,Phyllostegia waimeae (=Sci name),E,200,"647,576,256",100
1049,Lo`ulu (Pritchardia viscosa),E,200,"647,576,456",100
1049,Schiedea kauaiensis (=Sci name),E,200,"647,576,656",100
1049,"Reed-mustard, clay (Schoenocrambe argillacea)",T,200,"647,576,856",100
1049,Stenogyne bifida (=Sci name),E,200,"647,577,056",100
1049,Stenogyne campanulata (=Sci name),E,200,"647,577,256",100
1049,Kamakahala (Labordia tinifolia var. wahiawaensis),E,200,"647,577,456",100
1049,Haha (Cyanea copelandii ssp. haleakalaensis),E,200,"647,577,656",100
1049,Kohe malama malama o kanaloa (Kanaloa kahoolawensis),E,200,"647,577,856",100
1049,"Fern, pendant kihi (Adenophorus periens)",E,200,"647,578,056",100
1099,"Snowbells, Texas (Styrax texanus)",E,160,"647,578,216",100
1100,"Gambusia, San Marcos (Gambusia georgei)",E,100,"647,578,316",100
1100,"Moccasinshell, Ochlockonee (Medionidus simpsonianus)",E,100,"647,578,416",100
1100,"Slabshell, Chipola (Elliptio chipolaensis)",T,100,"647,578,516",100
1100,"Butterfly, El Segundo blue (Euphilotes battoides allyni)",E,100,"647,578,616",100
1100,"Shrimp, Squirrel Chimney Cave (Palaemonetes cummingi)",T,100,"647,578,716",100
1100,"Bellflower, Brooksville (Campanula robinsiae)",E,100,"647,578,816",100
1100,Gouania hillebrandii (=Sci name),E,100,"647,578,916",100
1100,"Water-willow, Cooley's (Justicia cooleyi)",E,100,"647,579,016",100
1100,Makou (Peucedanum sandwicense),T,100,"647,579,116",100
1100,"Rhododendron, Chapman (Rhododendron chapmanii)",E,100,"647,579,216",100
1100,"Naupaka, dwarf (Scaevola coriacea)",E,100,"647,579,316",100
1100,"Pawpaw, Rugel's (Deeringothamnus rugelii)",E,100,"647,579,416",100
1100,"Spurge, telephus (Euphorbia telephioides)",T,100,"647,579,516",100
1100,"Daisy, lakeside (Hymenoxys herbacea)",T,100,"647,579,616",100
1100,"Rosemary, Etonia (Conradina etonia)",E,100,"647,579,716",100
1115,"Seal, Guadalupe fur (Arctocephalus townsendi)",T,0,"647,579,716",100
1115,Puma (=mountain lion) (Puma (=Felis)concolor (all subsp. except coryi)),SAT,0,"647,579,716",100
1115,"Bear, American black (Ursus americanus)",SAT,0,"647,579,716",100
1115,"Akialoa, Kauai (honeycreeper) (Hemignathus procerus)",E,0,"647,579,716",100
1115,"Finch, Nihoa (honeycreeper) (Telespyza ultima)",E,0,"647,579,716",100
1115,"Millerbird, Nihoa (old world warbler) (Acrocephalus familiaris kingi)",E,0,"647,579,716",100
1115,"`O`o, Kauai (honeyeater) (Moho braccatus)",E,0,"647,579,716",100
1115,Cahow (Pterodroma cahow),E,0,"647,579,716",100
1115,"Warbler (=wood), Bachman's (Vermivora bachmanii)",E,0,"647,579,716",100
1115,"Thrush, large Kauai (=kamao) (Myadestes myadestinus)",E,0,"647,579,716",100
1115,"Thrush, Molokai (Myadestes lanaiensis rutha)",E,0,"647,579,716",100
1115,"Creeper, Molokai (Paroreomyza flammea)",E,0,"647,579,716",100
1115,"White-eye, bridled (Zosterops conspicillatus conspicillatus)",E,0,"647,579,716",100
1115,"Crow, white-necked (Corvus leucognaphalus)",E,0,"647,579,716",100
1115,"Alligator, American (Alligator mississippiensis)",SAT,0,"647,579,716",100
1115,"Cooter (=turtle), northern redbelly (=Plymouth) (Pseudemys rubriventrisbangsi)",E,0,"647,579,716",100
1115,"Darter, Maryland (Etheostoma sellare)",E,0,"647,579,716",100
1115,"Madtom, Scioto (Noturus trautmani)",E,0,"647,579,716",100
1115,"Dace, Clover Valley speckled (Rhinichthys osculus oligoporus)",E,0,"647,579,716",100
1115,"Shagreen, Magazine Mountain (Mesodon magazinensis)",T,0,"647,579,716",100
1115,"Snail, Virginia fringed mountain (Polygyriscus virginianus)",E,0,"647,579,716",100
1115,"Snail, armored (Pyrgulopsis (=Marstonia) pachyta)",E,0,"647,579,716",100
1115,"Elimia, lacy (snail) (Elimia crenatella)",T,0,"647,579,716",100
1115,"Lioplax, cylindrical (snail) (Lioplax cyclostomaformis)",E,0,"647,579,716",100
1115,"Pebblesnail, flat (Lepyrium showalteri)",E,0,"647,579,716",100
1115,"Rocksnail, painted (Leptoxis taeniata)",T,0,"647,579,716",100
1115,"Rocksnail, plicate (Leptoxis plicata)",E,0,"647,579,716",100
1115,"Campeloma, slender (Campeloma decampi)",E,0,"647,579,716",100
1115,"Butterfly, Myrtle's silverspot (Speyeria zerene myrtleae)",E,0,"647,579,716",100
1115,"Butterfly, San Bruno elfin (Callophrys mossii bayensis)",E,0,"647,579,716",100
1115,"Butterfly, callippe silverspot (Speyeria callippe callippe)",E,0,"647,579,716",100
1115,"Skipper, Pawnee montane (Hesperia leonardus montana)",T,0,"647,579,716",100
1115,"Naucorid, Ash Meadows (Ambrysus amargosus)",T,0,"647,579,716",100
1115,"Butterfly, Behren's silverspot (Speyeria zerene behrensii)",E,0,"647,579,716",100
1115,"Harvestman, Cokendolpher Cave (Texella cokendolpheri)",E,0,"647,579,716",100
1115,"Fairy shrimp, Conservancy (Branchinecta conservatio)",E,0,"647,579,716",100
1115,"Manzanita, pallid (Arctostaphylos pallida)",T,0,"647,579,716",100
1115,"Milk-vetch, Clara Hunt's (Astragalus clarianus)",E,0,"647,579,716",100
1115,"Brodiaea, Chinese Camp (Brodiaea pallida)",T,0,"647,579,716",100
1115,"Pussypaws, Mariposa (Calyptridium pulchellum)",T,0,"647,579,716",100
1115,"Sedge, white (Carex albida)",E,0,"647,579,716",100
1115,"Mountain-mahogany, Catalina Island (Cercocarpus traskiae)",E,0,"647,579,716",100
1115,"Spurge, Hoover's (Chamaesyce hooveri)",T,0,"647,579,716",100
1115,"Clarkia, Vine Hill (Clarkia imbricata)",E,0,"647,579,716",100
1115,"Dudleya, marcescent (Dudleya cymosa ssp. marcescens)",T,0,"647,579,716",100
1115,"Liveforever, Laguna Beach (Dudleya stolonifera)",T,0,"647,579,716",100
1115,"Yerba santa, Lompoc (Eriodictyon capitatum)",E,0,"647,579,716",100
1115,"Bedstraw, El Dorado (Galium californicum ssp. sierrae)",E,0,"647,579,716",100
1115,"Lily, Pitkin Marsh (Lilium pardalinum ssp. pitkinense)",E,0,"647,579,716",100
1115,"Lupine, Nipomo Mesa (Lupinus nipomensis)",E,0,"647,579,716",100
1115,"Navarretia, few-flowered (Navarretia leucocephala ssp. pauciflora (=N.pauciflora))",E,0,"647,579,716",100
1115,"Navarretia, many-flowered (Navarretia leucocephala ssp. plieantha)",E,0,"647,579,716",100
1115,"Stonecrop, Lake County (Parvisedum leiocarpum)",E,0,"647,579,716",100
1115,"Allocarya, Calistoga (Plagiobothrys strictus)",E,0,"647,579,716",100
1115,"Bluegrass, Napa (Poa napensis)",E,0,"647,579,716",100
1115,Lo`ulu (Pritchardia remota),E,0,"647,579,716",100
1115,Schiedea sarmentosa (=Sci name),E,0,"647,579,716",100
1115,Schiedea verticillata (=Sci name),E,0,"647,579,716",100
1115,"Checker-mallow, Kenwood Marsh (Sidalcea oregana ssp. valida)",E,0,"647,579,716",100
1115,Abutilon sandwicense (=Sci name),E,0,"647,579,716",100
1115,"Poppy, Sacramento prickly (Argemone pleiacantha ssp. pinnatisecta)",E,0,"647,579,716",100
1115,`Ahinahina (Argyroxiphium sandwicense ssp. macrocephalum),T,0,"647,579,716",100
1115,"Milk-vetch, Ash meadows (Astragalus phoenix)",T,0,"647,579,716",100
1115,Ko`oko`olau (Bidens wiebkei),E,0,"647,579,716",100
1115,Olulu (Brighamia insignis),E,0,"647,579,716",100
1115,Pua `ala (Brighamia rockii),E,0,"647,579,716",100
1115,"Mariposa lily, Tiburon (Calochortus tiburonensis)",T,0,"647,579,716",100
1115,`Awikiwiki (Canavalia molokaiensis),E,0,"647,579,716",100
1115,"Ceanothus, coyote (Ceanothus ferrisae)",E,0,"647,579,716",100
1115,"Centaury, spring-loving (Centaurium namophilum)",T,0,"647,579,716",100
1115,Chamaesyce halemanui (=Sci name),E,0,"647,579,716",100
1115,"Clarkia, Pismo (Clarkia speciosa ssp. immaculata)",E,0,"647,579,716",100
1115,"Rosemary, Apalachicola (Conradina glabra)",E,0,"647,579,716",100
1115,"Cactus, Nellie cory (Coryphantha minima)",E,0,"647,579,716",100
1115,Haha (Cyanea mceldowneyi),E,0,"647,579,716",100
1115,Na`ena`e (Dubautia latifolia),E,0,"647,579,716",100
1115,"Pitaya, Davis' green (Echinocereus viridiflorus var. davisii)",E,0,"647,579,716",100
1115,"Fleabane, Zuni (Erigeron rhizomatus)",T,0,"647,579,716",100
1115,"Wallflower, Contra Costa (Erysimum capitatum var. angustatum)",E,0,"647,579,716",100
1115,Gouania meyenii (=Sci name),E,0,"647,579,716",100
1115,Pilo (Hedyotis mannii),E,0,"647,579,716",100
1115,"Hedyotis, Na Pali beach (Hedyotis st.-johnii)",E,0,"647,579,716",100
1115,Hesperomannia lydgatei (=Sci name),E,0,"647,579,716",100
1115,Koki`o ke`oke`o (Hibiscus waimeae ssp. hannerae),E,0,"647,579,716",100
1115,"Ivesia, Ash Meadows (Ivesia kingii var. eremica)",T,0,"647,579,716",100
1115,"Bladderpod, lyrate (Lesquerella lyrata)",T,0,"647,579,716",100
1115,Nehe (Lipochaeta lobata var. leptophylla),E,0,"647,579,716",100
1115,Alani (Melicope munroi),E,0,"647,579,716",100
1115,Alani (Melicope reflexa),E,0,"647,579,716",100
1115,"Blazingstar, Ash Meadows (Mentzelia leucophylla)",T,0,"647,579,716",100
1115,Munroidendron racemosum (=Sci name),E,0,"647,579,716",100
1115,Neraudia sericea (=Sci name),E,0,"647,579,716",100
1115,`Aiea (Nothocestrum peltatum),E,0,"647,579,716",100
1115,"Orcutt grass, Sacramento (Orcuttia viscida)",E,0,"647,579,716",100
1115,"Bluegrass, Hawaiian (Poa sandvicensis)",E,0,"647,579,716",100
1115,"Cinquefoil, Robbins' (Potentilla robbinsiana)",E,0,"647,579,716",100
1115,"Oak, Hinckley (Quercus hinckleyi)",T,0,"647,579,716",100
1115,Silene alexandri (=Sci name),E,0,"647,579,716",100
1115,"Jewelflower, Metcalf Canyon (Streptanthus albidus ssp. albidus)",E,0,"647,579,716",100
1115,"Jewelflower, Tiburon (Streptanthus niger)",E,0,"647,579,716",100
1115,Pamakani (Tetramolopium capillare),E,0,"647,579,716",100
1115,Tetramolopium rockii (=Sci name),T,0,"647,579,716",100
1115,"Bluecurls, Hidden Lake (Trichostema austromontanum ssp. compactum)",T,0,"647,579,716",100
1115,"Clover, showy Indian (Trifolium amoenum)",E,0,"647,579,716",100
1115,Viola helenae (=Sci name),E,0,"647,579,716",100
1115,Nani wai`ale`ale (Viola kauaiensis var. wahiawaensis),E,0,"647,579,716",100
1115,Viola lanaiensis (=Sci name),E,0,"647,579,716",100
1115,"Evening-primrose, San Benito (Camissonia benitensis)",T,0,"647,579,716",100
1115,"Cactus, Cochise pincushion (Coryphantha robbinsorum)",T,0,"647,579,716",100
1115,"Sunray, Ash Meadows (Enceliopsis nudicaulis var. corrugata)",T,0,"647,579,716",100
1115,"Thistle, Loch Lomond coyote (Eryngium constancei)",E,0,"647,579,716",100
1115,"Wallflower, Ben Lomond (Erysimum teretifolium)",E,0,"647,579,716",100
1115,"Gumplant, Ash Meadows (Grindelia fraxino-pratensis)",T,0,"647,579,716",100
1115,Koki`o ke`oke`o (Hibiscus arnottianus ssp. immaculatus),E,0,"647,579,716",100
1115,Kamakahala (Labordia tinifolia var. lanaiensis),E,0,"647,579,716",100
1115,Nehe (Lipochaeta kamolensis),E,0,"647,579,716",100
1115,Nehe (Lipochaeta micrantha),E,0,"647,579,716",100
1115,Lysimachia filifolia (=Sci name),E,0,"647,579,716",100
1115,"Pentachaeta, white-rayed (Pentachaeta bellidiflora)",E,0,"647,579,716",100
1115,"Bluegrass, Mann's (Poa mannii)",E,0,"647,579,716",100
1115,Poa siphonoglossa (=Sci name),E,0,"647,579,716",100
1115,"Goldenrod, Blue Ridge (Solidago spithamaea)",T,0,"647,579,716",100
1115,"Vervain, Red Hills (Verbena californica)",T,0,"647,579,716",100
1115,"Bird's-beak, Pennell's (Cordylanthus tenuis ssp. capillaris)",E,0,"647,579,716",100
1115,"Dudleya, Verity's (Dudleya verityi)",T,0,"647,579,716",100
1115,"Flannelbush, Mexican (Fremontodendron mexicanum)",E,0,"647,579,716",100
1115,Haha (Cyanea lobata),E,0,"647,579,716",100
1115,"Water-plantain, Kral's (Sagittaria secundifolia)",T,0,"647,579,716",100
1115,Ma`oli`oli (Schiedea apokremnos),E,0,"647,579,716",100
1115,Schiedea helleri (=Sci name),E,0,"647,579,716",100
1115,Schiedea lydgatei (=Sci name),E,0,"647,579,716",100
1115,Schiedea spergulina var. leiopoda (=Sci name),E,0,"647,579,716",100
1115,Schiedea spergulina var. spergulina (=Sci name),T,0,"647,579,716",100
1115,Laulihilihi (Schiedea stellarioides),E,0,"647,579,716",100
1115,Remya montgomeryi (=Sci name),E,0,"647,579,716",100
1115,"Crownscale, San Jacinto Valley (Atriplex coronata var. notatior)",E,0,"647,579,716",100
1115,`Akoko (Chamaesyce kuwaleana),E,0,"647,579,716",100
1115,Haha (Cyanea mannii),E,0,"647,579,716",100
1115,Haha (Cyanea recta),T,0,"647,579,716",100
1115,Mapele (Cyrtandra cyaneoides),E,0,"647,579,716",100
1115,Ha`iwale (Cyrtandra limahuliensis),T,0,"647,579,716",100
1115,Na`ena`e (Dubautia pauciflorula),E,0,"647,579,716",100
1115,Na`ena`e (Dubautia plantaginea ssp. humilis),E,0,"647,579,716",100
1115,"Dudleya, Santa Clara Valley (Dudleya setchellii)",E,0,"647,579,716",100
1115,"Ipomopsis, Holy Ghost (Ipomopsis sancti-spiritus)",E,0,"647,579,716",100
1115,Lyonia truncata var. proctorii (=Sci name),E,0,"647,579,716",100
1115,Lysimachia lydgatei (=Sci name),E,0,"647,579,716",100
1115,Phyllostegia wawrana (=Sci name),E,0,"647,579,716",100
1115,Lo`ulu (Pritchardia napaliensis),E,0,"647,579,716",100
1115,"Roseroot, Leedy's (Sedum integrifolium ssp. leedyi)",T,0,"647,579,716",100
1115,"Ceanothus, Vail Lake (Ceanothus ophiochilus)",T,0,"647,579,716",100
1115,"Dudleyea, Santa Monica Mountains (Dudleya cymosa ssp. ovatifolia)",T,0,"647,579,716",100
1115,Haha (Cyanea remyi),E,0,"647,579,716",100
1115,Haha (Cyanea hamatiflora ssp. hamatiflora),E,0,"647,579,716",100
1115,"Cypress, Santa Cruz (Cupressus abramsiana)",E,0,"647,579,716",100
1115,"Cypress, Gowen (Cupressus goveniana ssp. goveniana)",T,0,"647,579,716",100
1115,Diellia unisora (=Sci name),E,0,"647,579,716",100
1115,Diellia pallida (=Sci name),E,0,"647,579,716",100
