Rank,Species (50 CFR Part 17),Status,"Species Total($)","CumulativeTotal ($)","CumulativePercent"
930,"Chub, Hutton tui (Gila bicolor ssp.)",T,"1,500","719,088,003",99.98
930,Hesperomannia arbuscula (=Sci name),E,"1,500","719,089,503",99.98
930,Higuero de sierra (Crescentia portoricensis),E,"1,500","719,091,003",99.98
930,"Holly, Cook's (Ilex cookii)",E,"1,500","719,092,503",99.98
930,Lepanthes eltoroensis (=Sci name),E,"1,500","719,094,003",99.98
930,"Peperomia, Wheeler's (Peperomia wheeleri)",E,"1,500","719,095,503",99.98
930,Myrcia paganii (=Sci name),E,"1,500","719,097,003",99.98
930,Gesneria pauciflora (=Sci name),T,"1,500","719,098,503",99.98
930,Auerodendron pauciflorum (=Sci name),E,"1,500","719,100,003",99.98
930,Cranichis ricartii (=Sci name),E,"1,500","719,101,503",99.98
930,"Quillwort, black spored (Isoetes melanospora)",E,"1,500","719,103,003",99.98
930,"Quillwort, mat-forming (Isoetes tegetiformans)",E,"1,500","719,104,503",99.98
930,Adiantum vivesii (=Sci name),E,"1,500","719,106,003",99.98
930,Thelypteris verecunda (=Sci name),E,"1,500","719,107,503",99.98
946,"Blazingstar, Heller's (Liatris helleri)",T,"1,450","719,108,953",99.98
947,"Sedge, Navajo (Carex specuicola)",T,"1,400","719,110,353",99.99
947,"Cactus, Arizona hedgehog (Echinocereus triglochidiatus var.arizonicus)",E,"1,400","719,111,753",99.99
947,"Cactus, Peebles Navajo (Pediocactus peeblesianus peeblesianus)",E,"1,400","719,113,153",99.99
950,"Milk-vetch, Deseret (Astragalus desereticus)",T,"1,300","719,114,453",99.99
950,"Trillium, persistent (Trillium persistens)",E,"1,300","719,115,753",99.99
950,Haha (Cyanea grimesiana ssp. obatae),E,"1,300","719,117,053",99.99
950,Lo`ulu (Pritchardia affinis),E,"1,300","719,118,353",99.99
954,"Whale, Sei (Balaenoptera borealis)",E,"1,200","719,119,553",99.99
954,"Whale, sperm (Physeter catodon (=macrocephalus))",E,"1,200","719,120,753",99.99
954,"Springfish, White River (Crenichthys baileyi baileyi)",E,"1,200","719,121,953",99.99
954,Kolea (Myrsine linearifolia),T,"1,200","719,123,153",99.99
954,Schiedea membranacea (=Sci name),E,"1,200","719,124,353",99.99
954,Chamaesyce halemanui (=Sci name),E,"1,200","719,125,553",99.99
954,Gouania meyenii (=Sci name),E,"1,200","719,126,753",99.99
954,Koki`o (Kokia kauaiensis),E,"1,200","719,127,953",99.99
954,Alani (Melicope pallida),E,"1,200","719,129,153",99.99
954,Remya kauaiensis (=Sci name),E,"1,200","719,130,353",99.99
954,"Iliau, dwarf (Wilkesia hobdyi)",E,"1,200","719,131,553",99.99
954,Heau (Exocarpos luteolus),E,"1,200","719,132,753",99.99
954,Nehe (Lipochaeta waimeaensis),E,"1,200","719,133,953",99.99
954,Alsinidendron viscosum (=Sci name),E,"1,200","719,135,153",99.99
954,Kuawawaenohu (Alsinidendron lychnoides),E,"1,200","719,136,353",99.99
969,"Chub, Borax Lake (Gila boraxobius)",E,"1,150","719,137,503",99.99
970,"Rosemary, short-leaved (Conradina brevifolia)",E,"1,100","719,138,603",99.99
970,"Rosemary, Apalachicola (Conradina glabra)",E,"1,100","719,139,703",99.99
970,Koki`o ke`oke`o (Hibiscus arnottianus ssp. immaculatus),E,"1,100","719,140,803",99.99
970,"Beardtongue, Penland (Penstemon penlandii)",E,"1,100","719,141,903",99.99
974,"Finch, Laysan (honeycreeper) (Telespyza cantans)",E,"1,000","719,142,903",99.99
974,"Crow, white-necked (Corvus leucognaphalus)",E,"1,000","719,143,903",99.99
974,"Alligator, American (Alligator mississippiensis)",SAT,"1,000","719,144,903",99.99
974,"Blossom, turgid (pearlymussel) (Epioblasma turgidula)",E,"1,000","719,145,903",99.99
974,"Blossom, yellow (pearlymussel) (Epioblasma florentina florentina)",E,"1,000","719,146,903",99.99
974,"Wartyback, white (pearlymussel) (Plethobasus cicatricosus)",E,"1,000","719,147,903",99.99
974,"Rock-cress, Hoffmann's (Arabis hoffmannii)",E,"1,000","719,148,903",99.99
974,"Dudleya, marcescent (Dudleya cymosa ssp. marcescens)",T,"1,000","719,149,903",99.99
974,"Bedstraw, island (Galium buxifolium)",E,"1,000","719,150,903",99.99
974,"Gilia, Hoffmann's slender-flowered (Gilia tenuiflora ssp. hoffmannii)",E,"1,000","719,151,903",99.99
974,"Agave, Arizona (Agave arizonica)",E,"1,000","719,152,903",99.99
974,"Clarkia, Springville (Clarkia springvillensis)",T,"1,000","719,153,903",99.99
974,"Dudleya, Verity's (Dudleya verityi)",T,"1,000","719,154,903",99.99
974,"Water-plantain, Kral's (Sagittaria secundifolia)",T,"1,000","719,155,903",99.99
974,"Milk-vetch, Cushenbury (Astragalus albens)",E,"1,000","719,156,903",99.99
974,"Milk-vetch, triple-ribbed (Astragalus tricarinatus)",E,"1,000","719,157,903",99.99
974,"Wooly-threads, San Joaquin (Monolopia (=Lembertia) congdonii)",E,"1,000","719,158,903",99.99
974,"Malacothrix, Santa Cruz Island (Malacothrix indecora)",E,"1,000","719,159,903",99.99
974,"Dudleyea, Santa Monica Mountains (Dudleya cymosa ssp. ovatifolia)",T,"1,000","719,160,903",99.99
993,"Pussypaws, Mariposa (Calyptridium pulchellum)",T,900,"719,161,803",99.99
993,`Akoko (Chamaesyce deppeana),E,900,"719,162,703",99.99
993,Haha (Cyanea grimesiana ssp. grimesiana),E,900,"719,163,603",99.99
993,Ha`iwale (Cyrtandra polyantha),E,900,"719,164,503",99.99
993,Gouania hillebrandii (=Sci name),E,900,"719,165,403",99.99
993,"Schiedea, Diamond Head (Schiedea adamantis)",E,900,"719,166,303",99.99
993,Schiedea kaalae (=Sci name),E,900,"719,167,203",99.99
993,"`Aiakeakua, popolo (Solanum sandwicense)",E,900,"719,168,103",99.99
993,Tetramolopium lepidotum ssp. lepidotum (=Sci name),E,900,"719,169,003",99.99
993,Vigna o-wahuensis (=Sci name),E,900,"719,169,903",99.99
993,Ha`iwale (Cyrtandra crenata),E,900,"719,170,803",99.99
993,"Polygala, tiny (Polygala smallii)",E,900,"719,171,703",99.99
993,Haha (Cyanea truncata),E,900,"719,172,603",99.99
993,Silene perlmanii (=Sci name),E,900,"719,173,503",99.99
993,Ihi`ihi (Marsilea villosa),E,900,"719,174,403",99.99
1008,"Salamander, Shenandoah (Plethodon shenandoah)",E,800,"719,175,203",99.99
1008,"Springsnail, Alamosa (Tryonia alamosae)",E,800,"719,176,003",99.99
1008,"Popcornflower, rough (Plagiobothrys hirtus)",E,800,"719,176,803",99.99
1008,"Koki`o, Cooke's (Kokia cookei)",E,800,"719,177,603",99.99
1008,Alani (Melicope mucronulata),E,800,"719,178,403",99.99
1008,Mariscus pennatiformis (=Sci name),E,800,"719,179,203",99.99
1014,"Potentilla, Hickman's (Potentilla hickmanii)",E,700,"719,179,903",99.99
1014,"Cinquefoil, Robbins' (Potentilla robbinsiana)",E,700,"719,180,603",99.99
1014,"Clover, Monterey (Trifolium trichocalyx)",E,700,"719,181,303",99.99
1014,Haha (Cyanea longiflora),E,700,"719,182,003",100.0
1014,Phyllostegia kaalaensis (=Sci name),E,700,"719,182,703",100.0
1014,"Cypress, Santa Cruz (Cupressus abramsiana)",E,700,"719,183,403",100.0
1020,"Milk-vetch, coastal dunes (Astragalus tener var. titi)",E,600,"719,184,003",100.0
1020,Kauai hau kuahiwi (Hibiscadelphus distans),E,600,"719,184,603",100.0
1020,Neraudia sericea (=Sci name),E,600,"719,185,203",100.0
1020,"Baccharis, Encinitas (Baccharis vanessae)",T,600,"719,185,803",100.0
1024,"Isopod, Madison Cave (Antrolana lira)",T,500,"719,186,303",100.0
1024,"Isopod, Lee County cave (Lirceus usdagalun)",E,500,"719,186,803",100.0
1024,"Barberry, island (Berberis pinnata ssp. insularis)",E,500,"719,187,303",100.0
1024,Delissea undulata (=Sci name),E,500,"719,187,803",100.0
1024,"Dudleya, Santa Cruz Island (Dudleya nesiotica)",T,500,"719,188,303",100.0
1024,"Bush-mallow, Santa Cruz Island (Malacothamnus fasciculatus var.nesioticus)",E,500,"719,188,803",100.0
1024,Abutilon sandwicense (=Sci name),E,500,"719,189,303",100.0
1024,"Centaury, spring-loving (Centaurium namophilum)",T,500,"719,189,803",100.0
1024,"Cactus, Lee pincushion (Coryphantha sneedii var. leei)",T,500,"719,190,303",100.0
1024,"Liveforever, Santa Barbara Island (Dudleya traskiae)",E,500,"719,190,803",100.0
1024,"Cactus, black lace (Echinocereus reichenbachii var. albertii)",E,500,"719,191,303",100.0
1024,"Wild-buckwheat, gypsum (Eriogonum gypsophilum)",T,500,"719,191,803",100.0
1024,"Dwarf-flax, Marin (Hesperolinon congestum)",T,500,"719,192,303",100
1024,"Fringepod, Santa Cruz Island (Thysanocarpus conchuliferus)",E,500,"719,192,803",100
1024,"Sneezeweed, Virginia (Helenium virginicum)",T,500,"719,193,303",100
1024,"Leather flower, Alabama (Clematis socialis)",E,500,"719,193,803",100
1024,"Seablite, California (Suaeda californica)",E,500,"719,194,303",100
1024,"Malacothrix, island (Malacothrix squalida)",E,500,"719,194,803",100
1024,`Akoko (Chamaesyce herbstii),E,500,"719,195,303",100
1043,Alani (Melicope saint-johnii),E,400,"719,195,703",100
1043,`Oha wai (Clermontia peleana),E,400,"719,196,103",100
1043,Lobelia monostachya (=Sci name),E,400,"719,196,503",100
1043,Pu`uka`a (Cyperus trachysanthos),E,400,"719,196,903",100
1043,Trematolobelia singularis (=Sci name),E,400,"719,197,303",100
1048,"Dace, Kendall Warm Springs (Rhinichthys osculus thermalis)",E,300,"719,197,603",100
1048,Achyranthes mutica (=Sci name),E,300,"719,197,903",100
1048,`Oha wai (Clermontia drepanomorpha),E,300,"719,198,203",100
1048,Kamakahala (Labordia triflora),E,300,"719,198,503",100
1048,Liliwai (Acaena exigua),E,300,"719,198,803",100
1048,Awiwi (Hedyotis cookiana),E,300,"719,199,103",100
1048,Lipochaeta venosa (=Sci name),E,300,"719,199,403",100
1048,Lo`ulu (Pritchardia munroi),E,300,"719,199,703",100
1048,"Remya, Maui (Remya mauiensis)",E,300,"719,200,003",100
1048,Silene alexandri (=Sci name),E,300,"719,200,303",100
1048,Tetramolopium remyi (=Sci name),E,300,"719,200,603",100
1048,Ha`iwale (Cyrtandra giffardii),E,300,"719,200,903",100
1048,Aupaka (Isodendrion hosakae),E,300,"719,201,203",100
1048,Haha (Cyanea lobata),E,300,"719,201,503",100
1048,Holei (Ochrosia kilaueaensis),E,300,"719,201,803",100
1048,`Oha wai (Clermontia oblongifolia ssp. brevipes),E,300,"719,202,103",100
1048,Haha (Cyanea copelandii ssp. copelandii),E,300,"719,202,403",100
1048,Haha (Cyanea dunbarii),E,300,"719,202,703",100
1048,Haha (Cyanea procera),E,300,"719,203,003",100
1048,Ha`iwale (Cyrtandra tintinnabula),E,300,"719,203,303",100
1048,Kopa (Hedyotis schlechtendahliana var. remyi),E,300,"719,203,603",100
1048,Lysimachia maxima (=Sci name),E,300,"719,203,903",100
1048,Mariscus fauriei (=Sci name),E,300,"719,204,203",100
1048,Phyllostegia warshaueri (=Sci name),E,300,"719,204,503",100
1048,`Anunu (Sicyos alba),E,300,"719,204,803",100
1048,A`e (Zanthoxylum dipetalum var. tomentosum),E,300,"719,205,103",100
1048,Phyllostegia mannii (=Sci name),E,300,"719,205,403",100
1048,Kohe malama malama o kanaloa (Kanaloa kahoolawensis),E,300,"719,205,703",100
1048,"Fern, pendant kihi (Adenophorus periens)",E,300,"719,206,003",100
1048,Diplazium molokaiense (=Sci name),E,300,"719,206,303",100
1078,"Shiner, palezone (Notropis albizonatus)",E,200,"719,206,503",100
1078,"Darter, relict (Etheostoma chienense)",E,200,"719,206,703",100
1078,"Springsnail, Socorro (Pyrgulopsis neomexicana)",E,200,"719,206,903",100
1078,Nehe (Lipochaeta micrantha),E,200,"719,207,103",100
1082,"Snowbells, Texas (Styrax texanus)",E,160,"719,207,263",100
1083,"Harvestman, Cokendolpher Cave (Texella cokendolpheri)",E,140,"719,207,403",100
1083,"Meshweaver, Government Canyon Bat Cave (Cicurina vespera)",E,140,"719,207,543",100
1083,"Meshweaver, Braken Bat Cave (Cicurina venii)",E,140,"719,207,683",100
1086,"Gambusia, San Marcos (Gambusia georgei)",E,100,"719,207,783",100
1086,"Butterfly, El Segundo blue (Euphilotes battoides allyni)",E,100,"719,207,883",100
1086,Amaranthus brownii (=Sci name),E,100,"719,207,983",100
1086,Oha (Delissea rivularis),E,100,"719,208,083",100
1086,"Love grass, Fosberg's (Eragrostis fosbergii)",E,100,"719,208,183",100
1086,Lau `ehu (Panicum niihauense),E,100,"719,208,283",100
1086,Phyllostegia knudsenii (=Sci name),E,100,"719,208,383",100
1086,Wahane (Pritchardia aylmer-robinsonii),E,100,"719,208,483",100
1086,Lo`ulu (Pritchardia remota),E,100,"719,208,583",100
1086,Schiedea sarmentosa (=Sci name),E,100,"719,208,683",100
1086,Schiedea verticillata (=Sci name),E,100,"719,208,783",100
1086,Abutilon eremitopetalum (=Sci name),E,100,"719,208,883",100
1086,`Ahinahina (Argyroxiphium sandwicense ssp. macrocephalum),T,100,"719,208,983",100
1086,Ko`oko`olau (Bidens wiebkei),E,100,"719,209,083",100
1086,Olulu (Brighamia insignis),E,100,"719,209,183",100
1086,"Bellflower, Brooksville (Campanula robinsiae)",E,100,"719,209,283",100
1086,"Spurge, Garber's (Chamaesyce garberi)",T,100,"719,209,383",100
1086,Haha (Cyanea mceldowneyi),E,100,"719,209,483",100
1086,Delissea rhytidosperma (=Sci name),E,100,"719,209,583",100
1086,"Mint, scrub (Dicerandra frutescens)",E,100,"719,209,683",100
1086,Na`ena`e (Dubautia latifolia),E,100,"719,209,783",100
1086,Gahnia lanaiensis (=Sci name),E,100,"719,209,883",100
1086,Pilo (Hedyotis mannii),E,100,"719,209,983",100
1086,"Hedyotis, Na Pali beach (Hedyotis st.-johnii)",E,100,"719,210,083",100
1086,Hesperomannia lydgatei (=Sci name),E,100,"719,210,183",100
1086,"Hibiscus, Clay's (Hibiscus clayi)",E,100,"719,210,283",100
1086,Koki`o ke`oke`o (Hibiscus waimeae ssp. hannerae),E,100,"719,210,383",100
1086,Kula wahine noho (Isodendrion pyrifolium),E,100,"719,210,483",100
1086,"Water-willow, Cooley's (Justicia cooleyi)",E,100,"719,210,583",100
1086,Alani (Melicope balloui),E,100,"719,210,683",100
1086,Alani (Melicope haupuensis),E,100,"719,210,783",100
1086,Alani (Melicope munroi),E,100,"719,210,883",100
1086,Alani (Melicope quadrangularis),E,100,"719,210,983",100
1086,Alani (Melicope reflexa),E,100,"719,211,083",100
1086,Munroidendron racemosum (=Sci name),E,100,"719,211,183",100
1086,`Aiea (Nothocestrum peltatum),E,100,"719,211,283",100
1086,Phyllostegia glabra var. lanaiensis (=Sci name),E,100,"719,211,383",100
1086,"Bluegrass, Hawaiian (Poa sandvicensis)",E,100,"719,211,483",100
1086,"Polygala, Lewton's (Polygala lewtonii)",E,100,"719,211,583",100
1086,Kaulu (Pteralyxia kauaiensis),E,100,"719,211,683",100
1086,Stenogyne kanehoana (=Sci name),E,100,"719,211,783",100
1086,Pamakani (Tetramolopium capillare),E,100,"719,211,883",100
1086,Viola helenae (=Sci name),E,100,"719,211,983",100
1086,Nani wai`ale`ale (Viola kauaiensis var. wahiawaensis),E,100,"719,212,083",100
1086,Viola lanaiensis (=Sci name),E,100,"719,212,183",100
1086,"Spurge, deltoid (Chamaesyce deltoidea ssp. deltoidea)",E,100,"719,212,283",100
1086,"Fringe-tree, pygmy (Chionanthus pygmaeus)",E,100,"719,212,383",100
1086,Pigeon wings (Clitoria fragrans),T,100,"719,212,483",100
1086,Haha (Cyanea pinnatifida),E,100,"719,212,583",100
1086,Ha`iwale (Cyrtandra munroi),E,100,"719,212,683",100
1086,"Pawpaw, beautiful (Deeringothamnus pulchellus)",E,100,"719,212,783",100
1086,"Pawpaw, Rugel's (Deeringothamnus rugelii)",E,100,"719,212,883",100
1086,"Buckwheat, scrub (Eriogonum longifolium var. gnaphalifolium)",T,100,"719,212,983",100
1086,Snakeroot (Eryngium cuneifolium),E,100,"719,213,083",100
1086,Kamakahala (Labordia lydgatei),E,100,"719,213,183",100
1086,Kamakahala (Labordia tinifolia var. lanaiensis),E,100,"719,213,283",100
1086,Nehe (Lipochaeta kamolensis),E,100,"719,213,383",100
1086,Lysimachia filifolia (=Sci name),E,100,"719,213,483",100
1086,"Beargrass, Britton's (Nolina brittoniana)",E,100,"719,213,583",100
1086,Platanthera holochila (=Sci name),E,100,"719,213,683",100
1086,"Bluegrass, Mann's (Poa mannii)",E,100,"719,213,783",100
1086,Poa siphonoglossa (=Sci name),E,100,"719,213,883",100
1086,"Warea, wide-leaf (Warea amplexifolia)",E,100,"719,213,983",100
1086,Xylosma crenatum (=Sci name),E,100,"719,214,083",100
1086,"Mint, longspurred (Dicerandra cornutissima)",E,100,"719,214,183",100
1086,"Lead-plant, Crenulate (Amorpha crenulata)",E,100,"719,214,283",100
1086,"Milkpea, Small's (Galactia smallii)",E,100,"719,214,383",100
1086,"Mint, Garrett's (Dicerandra christmanii)",E,100,"719,214,483",100
1086,Haha (Cyanea macrostegia ssp. gibsonii),E,100,"719,214,583",100
1086,Ma`oli`oli (Schiedea apokremnos),E,100,"719,214,683",100
1086,Schiedea helleri (=Sci name),E,100,"719,214,783",100
1086,Schiedea lydgatei (=Sci name),E,100,"719,214,883",100
1086,Schiedea spergulina var. leiopoda (=Sci name),E,100,"719,214,983",100
1086,Schiedea spergulina var. spergulina (=Sci name),T,100,"719,215,083",100
1086,Laulihilihi (Schiedea stellarioides),E,100,"719,215,183",100
1086,Remya montgomeryi (=Sci name),E,100,"719,215,283",100
1086,`Akoko (Chamaesyce kuwaleana),E,100,"719,215,383",100
1086,"Harebells, Avon Park (Crotalaria avonensis)",E,100,"719,215,483",100
1086,Haha (Cyanea asarifolia),E,100,"719,215,583",100
1086,Haha (Cyanea glabra),E,100,"719,215,683",100
1086,Haha (Cyanea mannii),E,100,"719,215,783",100
1086,Haha (Cyanea recta),T,100,"719,215,883",100
1086,Haha (Cyanea undulata),E,100,"719,215,983",100
1086,Mapele (Cyrtandra cyaneoides),E,100,"719,216,083",100
1086,Ha`iwale (Cyrtandra limahuliensis),T,100,"719,216,183",100
1086,Na`ena`e (Dubautia pauciflorula),E,100,"719,216,283",100
1086,Na`ena`e (Dubautia plantaginea ssp. humilis),E,100,"719,216,383",100
1086,Lysimachia lydgatei (=Sci name),E,100,"719,216,483",100
1086,Phyllostegia waimeae (=Sci name),E,100,"719,216,583",100
1086,Phyllostegia wawrana (=Sci name),E,100,"719,216,683",100
1086,Lo`ulu (Pritchardia napaliensis),E,100,"719,216,783",100
1086,Lo`ulu (Pritchardia viscosa),E,100,"719,216,883",100
1086,Schiedea kauaiensis (=Sci name),E,100,"719,216,983",100
1086,Stenogyne bifida (=Sci name),E,100,"719,217,083",100
1086,Stenogyne campanulata (=Sci name),E,100,"719,217,183",100
1086,Haha (Cyanea remyi),E,100,"719,217,283",100
1086,Hau kuahiwi (Hibiscadelphus woodii),E,100,"719,217,383",100
1086,Kamakahala (Labordia tinifolia var. wahiawaensis),E,100,"719,217,483",100
1086,Haha (Cyanea copelandii ssp. haleakalaensis),E,100,"719,217,583",100
1086,Haha (Cyanea hamatiflora ssp. hamatiflora),E,100,"719,217,683",100
1086,Diellia unisora (=Sci name),E,100,"719,217,783",100
1086,Diellia pallida (=Sci name),E,100,"719,217,883",100
1188,"Seal, Caribbean monk (Monachus tropicalis)",E,0,"719,217,883",100
1188,"Vole, Amargosa (Microtus californicus scirpensis)",E,0,"719,217,883",100
1188,"Seal, Guadalupe fur (Arctocephalus townsendi)",T,0,"719,217,883",100
1188,"Puma (=mountain lion) (Puma (=Felis) concolor (all subsp. exceptcoryi))",SAT,0,"719,217,883",100
1188,"Bear, American black (Ursus americanus)",SAT,0,"719,217,883",100
1188,"Akialoa, Kauai (honeycreeper) (Hemignathus procerus)",E,0,"719,217,883",100
1188,"Finch, Nihoa (honeycreeper) (Telespyza ultima)",E,0,"719,217,883",100
1188,"Millerbird, Nihoa (old world warbler) (Acrocephalus familiaris kingi)",E,0,"719,217,883",100
1188,"`O`o, Kauai (honeyeater) (Moho braccatus)",E,0,"719,217,883",100
1188,Nukupu`u (honeycreeper) (Hemignathus lucidus),E,0,"719,217,883",100
1188,"Thrush, large Kauai (=kamao) (Myadestes myadestinus)",E,0,"719,217,883",100
1188,"Thrush, Molokai (Myadestes lanaiensis rutha)",E,0,"719,217,883",100
1188,"Creeper, Molokai (Paroreomyza flammea)",E,0,"719,217,883",100
1188,"White-eye, bridled (Zosterops conspicillatus conspicillatus)",E,0,"719,217,883",100
1188,"Snake, San Francisco garter (Thamnophis sirtalis tetrataenia)",E,0,"719,217,883",100
1188,"Anole, Culebra Island giant (Anolis roosevelti)",E,0,"719,217,883",100
1188,"Cooter (=turtle), northern redbelly (=Plymouth) (Pseudemysrubriventris bangsi)",E,0,"719,217,883",100
1188,"Boa, Virgin Islands tree (Epicrates monensis granti)",E,0,"719,217,883",100
1188,"Gecko, Monito (Sphaerodactylus micropithecus)",E,0,"719,217,883",100
1188,"Darter, Maryland (Etheostoma sellare)",E,0,"719,217,883",100
1188,"Pupfish, Warm Springs (Cyprinodon nevadensis pectoralis)",E,0,"719,217,883",100
1188,"Madtom, Scioto (Noturus trautmani)",E,0,"719,217,883",100
1188,"Dace, Clover Valley speckled (Rhinichthys osculus oligoporus)",E,0,"719,217,883",100
1188,"Dace, Independence Valley speckled (Rhinichthys osculuslethoporus)",E,0,"719,217,883",100
1188,"Pocketbook, speckled (Lampsilis streckeri)",E,0,"719,217,883",100
1188,"Shagreen, Magazine Mountain (Mesodon magazinensis)",T,0,"719,217,883",100
1188,"Snail, noonday (Mesodon clarki nantahala)",T,0,"719,217,883",100
1188,"Snail, Virginia fringed mountain (Polygyriscus virginianus)",E,0,"719,217,883",100
1188,"Snail, armored (Pyrgulopsis (=Marstonia) pachyta)",E,0,"719,217,883",100
1188,"Elimia, lacy (snail) (Elimia crenatella)",T,0,"719,217,883",100
1188,"Lioplax, cylindrical (snail) (Lioplax cyclostomaformis)",E,0,"719,217,883",100
1188,"Pebblesnail, flat (Lepyrium showalteri)",E,0,"719,217,883",100
1188,"Rocksnail, painted (Leptoxis taeniata)",T,0,"719,217,883",100
1188,"Rocksnail, plicate (Leptoxis plicata)",E,0,"719,217,883",100
1188,"Rocksnail, round (Leptoxis ampla)",T,0,"719,217,883",100
1188,"Campeloma, slender (Campeloma decampi)",E,0,"719,217,883",100
1188,"Butterfly, Myrtle's silverspot (Speyeria zerene myrtleae)",E,0,"719,217,883",100
1188,"Butterfly, San Bruno elfin (Callophrys mossii bayensis)",E,0,"719,217,883",100
1188,"Butterfly, bay checkerspot (Euphydryas editha bayensis)",T,0,"719,217,883",100
1188,"Amphipod, Hay's Spring (Stygobromus hayi)",E,0,"719,217,883",100
1188,"Shrimp, Squirrel Chimney Cave (Palaemonetes cummingi)",T,0,"719,217,883",100
1188,"Manzanita, pallid (Arctostaphylos pallida)",T,0,"719,217,883",100
1188,"Milk-vetch, Clara Hunt's (Astragalus clarianus)",E,0,"719,217,883",100
1188,"Brodiaea, Chinese Camp (Brodiaea pallida)",T,0,"719,217,883",100
1188,"Sedge, white (Carex albida)",E,0,"719,217,883",100
1188,"Mountain-mahogany, Catalina Island (Cercocarpus traskiae)",E,0,"719,217,883",100
1188,"Clarkia, Vine Hill (Clarkia imbricata)",E,0,"719,217,883",100
1188,"Lily, Pitkin Marsh (Lilium pardalinum ssp. pitkinense)",E,0,"719,217,883",100
1188,"Lupine, Nipomo Mesa (Lupinus nipomensis)",E,0,"719,217,883",100
1188,"Navarretia, few-flowered (Navarretia leucocephala ssp. pauciflora(=N. pauciflora))",E,0,"719,217,883",100
1188,"Navarretia, many-flowered (Navarretia leucocephala ssp. plieantha)",E,0,"719,217,883",100
1188,"Stonecrop, Lake County (Parvisedum leiocarpum)",E,0,"719,217,883",100
1188,"Allocarya, Calistoga (Plagiobothrys strictus)",E,0,"719,217,883",100
1188,"Bluegrass, Napa (Poa napensis)",E,0,"719,217,883",100
1188,"Checker-mallow, Kenwood Marsh (Sidalcea oregana ssp. valida)",E,0,"719,217,883",100
1188,"Fiddleneck, large-flowered (Amsinckia grandiflora)",E,0,"719,217,883",100
1188,"Milk-vetch, Ash meadows (Astragalus phoenix)",T,0,"719,217,883",100
1188,"Rattleweed, hairy (Baptisia arachnifera)",E,0,"719,217,883",100
1188,"Barberry, Truckee (Berberis (=Mahonia) sonnei)",E,0,"719,217,883",100
1188,"Mariposa lily, Tiburon (Calochortus tiburonensis)",T,0,"719,217,883",100
1188,"Ceanothus, coyote (Ceanothus ferrisae)",E,0,"719,217,883",100
1188,"Thistle, fountain (Cirsium fontinale var. fontinale)",E,0,"719,217,883",100
1188,"Clarkia, Pismo (Clarkia speciosa ssp. immaculata)",E,0,"719,217,883",100
1188,"Cactus, Nellie cory (Coryphantha minima)",E,0,"719,217,883",100
1188,"Pitaya, Davis' green (Echinocereus viridiflorus var. davisii)",E,0,"719,217,883",100
1188,"Wallflower, Contra Costa (Erysimum capitatum var. angustatum)",E,0,"719,217,883",100
1188,"Ivesia, Ash Meadows (Ivesia kingii var. eremica)",T,0,"719,217,883",100
1188,"Bladderpod, lyrate (Lesquerella lyrata)",T,0,"719,217,883",100
1188,"Blazingstar, Ash Meadows (Mentzelia leucophylla)",T,0,"719,217,883",100
1188,"Oak, Hinckley (Quercus hinckleyi)",T,0,"719,217,883",100
1188,"Jewelflower, Metcalf Canyon (Streptanthus albidus ssp. albidus)",E,0,"719,217,883",100
1188,"Jewelflower, Tiburon (Streptanthus niger)",E,0,"719,217,883",100
1188,"Bluecurls, Hidden Lake (Trichostema austromontanum ssp.compactum)",T,0,"719,217,883",100
1188,"Clover, showy Indian (Trifolium amoenum)",E,0,"719,217,883",100
1188,"Pennyroyal, Todsen's (Hedeoma todsenii)",E,0,"719,217,883",100
1188,"Thornmint, San Mateo (Acanthomintha obovata ssp. duttonii)",E,0,"719,217,883",100
1188,"Milk-vetch, Coachella Valley (Astragalus lentiginosus var.coachellae)",E,0,"719,217,883",100
1188,"Paintbrush, Tiburon (Castilleja affinis ssp. neglecta)",E,0,"719,217,883",100
1188,"Cactus, Cochise pincushion (Coryphantha robbinsorum)",T,0,"719,217,883",100
1188,"Cat's-eye, Terlingua Creek (Cryptantha crassipes)",E,0,"719,217,883",100
1188,"Sunray, Ash Meadows (Enceliopsis nudicaulis var. corrugata)",T,0,"719,217,883",100
1188,"Thistle, Loch Lomond coyote (Eryngium constancei)",E,0,"719,217,883",100
1188,"Bluet, Roan Mountain (Hedyotis purpurea var. montana)",E,0,"719,217,883",100
1188,"Pentachaeta, white-rayed (Pentachaeta bellidiflora)",E,0,"719,217,883",100
1188,"Mesa-mint, Otay (Pogogyne nudiuscula)",E,0,"719,217,883",100
1188,"Goldenrod, Houghton's (Solidago houghtonii)",T,0,"719,217,883",100
1188,"Goldenrod, Blue Ridge (Solidago spithamaea)",T,0,"719,217,883",100
1188,"Vervain, Red Hills (Verbena californica)",T,0,"719,217,883",100
1188,"Bird's-beak, Pennell's (Cordylanthus tenuis ssp. capillaris)",E,0,"719,217,883",100
1188,"Sunflower, San Mateo woolly (Eriophyllum latilobum)",E,0,"719,217,883",100
1188,"Leather flower, Morefield's (Clematis morefieldii)",E,0,"719,217,883",100
1188,"Dudleya, Santa Clara Valley (Dudleya setchellii)",E,0,"719,217,883",100
1188,"Ipomopsis, Holy Ghost (Ipomopsis sancti-spiritus)",E,0,"719,217,883",100
1188,Lyonia truncata var. proctorii (=Sci name),E,0,"719,217,883",100
